=== CERERI IN ASTEPTARE ===
=== CERERI EFECTUATE ===
1707297135419 83 sosire locatie
1707297135421 92 sosire locatie
1707297135437 52 plecare locatie
1707297135440 10 plecare locatie
1707297135441 29 plecare locatie
1707297135441 78 sosire locatie
1707297135446 54 sosire locatie
1707297135446 62 sosire locatie
1707297135452 12 plecare locatie
1707297135455 51 plecare locatie
1707297135455 17 sosire locatie
1707297135461 78 plecare locatie
1707297135468 56 sosire locatie
1707297135469 37 sosire locatie
1707297135468 91 plecare locatie
1707297135468 47 plecare locatie
1707297135472 87 sosire locatie
1707297135485 66 plecare locatie
1707297135485 43 sosire locatie
1707297135492 24 plecare locatie
1707297135495 5 sosire locatie
1707297135495 82 sosire locatie
1707297135498 51 plecare locatie
1707297135502 83 plecare locatie
1707297135498 72 sosire locatie
1707297135512 82 sosire locatie
1707297135508 40 plecare locatie
1707297135520 17 sosire locatie
1707297135518 74 sosire locatie
1707297135525 44 plecare locatie
1707297135526 22 plecare locatie
1707297135527 99 plecare locatie
1707297135533 18 sosire locatie
1707297135532 58 sosire locatie
1707297135537 35 plecare locatie
1707297135541 81 plecare locatie
1707297135543 27 sosire locatie
1707297135546 0 sosire locatie
1707297135545 22 sosire locatie
1707297135556 92 plecare locatie
1707297135560 60 plecare locatie
1707297135561 95 sosire locatie
1707297135560 34 sosire locatie
1707297135563 25 plecare locatie
1707297135566 83 sosire locatie
1707297135576 69 plecare locatie
1707297135577 99 sosire locatie
1707297135582 32 plecare locatie
1707297135584 43 plecare locatie
1707297135586 9 sosire locatie
1707297135596 55 sosire locatie
1707297135596 31 sosire locatie
1707297135592 59 plecare locatie
1707297135597 35 plecare locatie
1707297135603 31 plecare locatie
1707297135605 32 sosire locatie
1707297135615 76 plecare locatie
1707297135621 61 sosire locatie
1707297135626 57 sosire locatie
1707297135625 17 plecare locatie
1707297135628 74 plecare locatie
1707297135631 40 plecare locatie
1707297135635 95 sosire locatie
1707297135645 96 plecare locatie
1707297135644 69 sosire locatie
1707297135645 12 plecare locatie
1707297135646 10 sosire locatie
1707297135653 42 plecare locatie
1707297135654 92 sosire locatie
1707297135661 61 sosire locatie
1707297135662 48 sosire locatie
1707297135668 52 plecare locatie
1707297135672 93 plecare locatie
1707297135672 14 sosire locatie
1707297135671 47 sosire locatie
1707297135675 59 plecare locatie
1707297135672 13 sosire locatie
1707297135684 5 sosire locatie
1707297135687 68 plecare locatie
1707297135690 47 sosire locatie
1707297135697 8 plecare locatie
1707297135694 25 plecare locatie
1707297135693 31 sosire locatie
1707297135703 47 sosire locatie
1707297135703 57 sosire locatie
1707297135712 94 plecare locatie
1707297135714 38 plecare locatie
1707297135716 69 sosire locatie
1707297135718 100 sosire locatie
1707297135715 12 plecare locatie
1707297135724 72 sosire locatie
1707297135729 63 sosire locatie
1707297135731 80 plecare locatie
1707297135728 75 plecare locatie
1707297135731 71 sosire locatie
1707297135732 57 plecare locatie
1707297135745 44 sosire locatie
1707297135746 26 plecare locatie
1707297135747 10 plecare locatie
1707297135752 51 sosire locatie
1707297135755 78 sosire locatie
1707297135760 6 sosire locatie
1707297135762 79 plecare locatie
1707297135768 39 plecare locatie
1707297135772 97 plecare locatie
1707297135776 20 plecare locatie
1707297135775 87 sosire locatie
1707297135779 96 sosire locatie
1707297135783 29 sosire locatie
1707297135785 72 plecare locatie
1707297135791 75 plecare locatie
1707297135800 17 sosire locatie
1707297135803 24 plecare locatie
1707297135804 9 sosire locatie
1707297135807 43 plecare locatie
1707297135809 59 plecare locatie
1707297135811 88 sosire locatie
1707297135811 52 sosire locatie
1707297135820 64 sosire locatie
1707297135821 49 plecare locatie
1707297135821 36 sosire locatie
1707297135829 99 plecare locatie
1707297135832 23 plecare locatie
1707297135835 36 sosire locatie
1707297135840 39 plecare locatie
1707297135837 17 sosire locatie
1707297135843 73 plecare locatie
1707297135846 14 plecare locatie
1707297135847 19 sosire locatie
1707297135853 95 sosire locatie
1707297135859 42 sosire locatie
1707297135859 80 plecare locatie
1707297135863 27 plecare locatie
1707297135868 58 sosire locatie
1707297135869 78 sosire locatie
1707297135876 5 plecare locatie
1707297135881 99 plecare locatie
1707297135883 65 sosire locatie
1707297135888 12 sosire locatie
1707297135888 56 sosire locatie
1707297135888 94 plecare locatie
1707297135892 84 plecare locatie
1707297135898 50 sosire locatie
1707297135901 79 plecare locatie
1707297135907 31 sosire locatie
1707297135911 14 plecare locatie
1707297135914 13 sosire locatie
1707297135911 28 plecare locatie
1707297135920 5 sosire locatie
1707297135921 22 plecare locatie
1707297135926 38 plecare locatie
1707297135928 62 plecare locatie
1707297135927 5 sosire locatie
1707297135931 82 sosire locatie
1707297135933 19 sosire locatie
1707297135941 1 sosire locatie
1707297135940 20 plecare locatie
1707297135949 5 sosire locatie
1707297135948 67 plecare locatie
1707297135951 3 sosire locatie
1707297135954 64 plecare locatie
1707297135957 84 plecare locatie
1707297135961 74 plecare locatie
1707297135960 81 sosire locatie
1707297135966 21 sosire locatie
1707297135969 85 sosire locatie
1707297135967 67 plecare locatie
1707297135974 4 sosire locatie
1707297135984 3 sosire locatie
1707297135983 6 plecare locatie
1707297135987 54 sosire locatie
1707297135991 98 plecare locatie
1707297135989 10 plecare locatie
1707297135990 79 sosire locatie
1707297136000 76 sosire locatie
1707297136012 14 plecare locatie
1707297136015 0 plecare locatie
1707297136017 11 plecare locatie
1707297136017 61 sosire locatie
1707297136020 71 sosire locatie
1707297136021 27 sosire locatie
1707297136035 65 plecare locatie
1707297136037 52 sosire locatie
1707297136041 8 plecare locatie
1707297136045 22 sosire locatie
1707297136039 61 sosire locatie
1707297136043 10 plecare locatie
1707297136053 45 sosire locatie
1707297136060 65 plecare locatie
1707297136062 98 plecare locatie
1707297136062 34 sosire locatie
1707297136061 6 sosire locatie
1707297136059 91 plecare locatie
1707297136076 98 plecare locatie
1707297136079 2 sosire locatie
1707297136082 33 plecare locatie
1707297136083 38 sosire locatie
1707297136088 53 sosire locatie
1707297136089 57 plecare locatie
1707297136089 30 plecare locatie
1707297136096 27 sosire locatie
1707297136101 68 plecare locatie
1707297136104 38 plecare locatie
1707297136104 61 plecare locatie
1707297136108 21 sosire locatie
1707297136116 45 sosire locatie
1707297136117 90 sosire locatie
1707297136119 42 plecare locatie
1707297136122 60 plecare locatie
1707297136126 57 sosire locatie
1707297136133 27 sosire locatie
1707297136133 99 plecare locatie
1707297136132 70 plecare locatie
1707297136139 100 sosire locatie
1707297136142 65 plecare locatie
1707297136145 28 sosire locatie
1707297136151 73 sosire locatie
1707297136151 33 plecare locatie
1707297136152 77 plecare locatie
1707297136155 1 sosire locatie
1707297136165 14 plecare locatie
1707297136166 1 sosire locatie
1707297136165 73 sosire locatie
1707297136170 36 plecare locatie
1707297136171 8 plecare locatie
1707297136176 76 plecare locatie
1707297136176 29 sosire locatie
1707297136182 37 sosire locatie
1707297136191 11 plecare locatie
1707297136194 100 sosire locatie
1707297136197 65 plecare locatie
1707297136202 29 sosire locatie
1707297136200 79 plecare locatie
1707297136207 75 sosire locatie
1707297136211 62 plecare locatie
1707297136212 66 sosire locatie
1707297136221 61 plecare locatie
1707297136224 39 sosire locatie
1707297136223 80 plecare locatie
1707297136228 54 plecare locatie
1707297136231 74 sosire locatie
1707297136231 20 sosire locatie
1707297136239 54 plecare locatie
1707297136244 63 sosire locatie
1707297136244 6 sosire locatie
1707297136243 29 plecare locatie
1707297136249 15 plecare locatie
1707297136250 10 plecare locatie
1707297136258 0 sosire locatie
1707297136261 14 sosire locatie
1707297136260 29 plecare locatie
1707297136271 59 sosire locatie
1707297136273 4 sosire locatie
1707297136274 31 plecare locatie
1707297136279 78 plecare locatie
1707297136281 31 sosire locatie
1707297136283 50 sosire locatie
1707297136287 6 plecare locatie
1707297136294 75 plecare locatie
1707297136295 68 sosire locatie
1707297136297 64 plecare locatie
1707297136306 36 sosire locatie
1707297136308 28 plecare locatie
1707297136310 44 sosire locatie
1707297136311 86 plecare locatie
1707297136316 34 sosire locatie
1707297136319 75 plecare locatie
1707297136328 72 sosire locatie
1707297136329 95 plecare locatie
1707297136326 88 plecare locatie
1707297136330 28 sosire locatie
1707297136339 83 plecare locatie
1707297136345 64 sosire locatie
1707297136345 55 plecare locatie
1707297136345 84 plecare locatie
1707297136348 86 sosire locatie
1707297136349 4 plecare locatie
1707297136358 34 sosire locatie
1707297136363 50 plecare locatie
1707297136368 28 plecare locatie
1707297136369 33 sosire locatie
1707297136377 20 sosire locatie
1707297136377 94 plecare locatie
1707297136378 6 sosire locatie
1707297136380 17 plecare locatie
1707297136385 8 plecare locatie
1707297136391 88 sosire locatie
1707297136392 7 sosire locatie
1707297136399 61 plecare locatie
1707297136396 33 plecare locatie
1707297136400 35 sosire locatie
1707297136413 31 plecare locatie
1707297136411 89 sosire locatie
1707297136411 14 plecare locatie
1707297136421 73 sosire locatie
1707297136423 13 sosire locatie
1707297136425 9 plecare locatie
1707297136423 69 sosire locatie
1707297136432 9 plecare locatie
1707297136432 73 plecare locatie
1707297136442 48 sosire locatie
1707297136449 92 sosire locatie
1707297136449 50 plecare locatie
1707297136453 42 sosire locatie
1707297136455 34 plecare locatie
1707297136460 32 sosire locatie
1707297136461 65 plecare locatie
1707297136466 90 plecare locatie
1707297136472 12 sosire locatie
1707297136482 57 plecare locatie
1707297136479 65 sosire locatie
1707297136483 79 sosire locatie
1707297136485 28 plecare locatie
1707297136489 91 sosire locatie
1707297136488 93 sosire locatie
1707297136492 14 plecare locatie
1707297136498 94 sosire locatie
1707297136503 76 plecare locatie
1707297136504 7 sosire locatie
1707297136512 55 sosire locatie
1707297136512 4 plecare locatie
1707297136519 53 plecare locatie
1707297136519 44 sosire locatie
1707297136517 62 plecare locatie
1707297136522 93 sosire locatie
1707297136525 30 sosire locatie
1707297136526 48 plecare locatie
1707297136531 48 plecare locatie
1707297136532 86 sosire locatie
1707297136546 50 sosire locatie
1707297136546 32 sosire locatie
1707297136551 10 plecare locatie
1707297136552 93 sosire locatie
1707297136551 22 plecare locatie
1707297136549 56 plecare locatie
1707297136558 89 sosire locatie
1707297136560 76 sosire locatie
1707297136570 49 sosire locatie
1707297136573 90 plecare locatie
1707297136574 62 plecare locatie
1707297136572 16 sosire locatie
1707297136578 73 plecare locatie
1707297136581 97 sosire locatie
1707297136584 51 plecare locatie
1707297136582 3 sosire locatie
1707297136584 11 sosire locatie
1707297136595 81 sosire locatie
1707297136599 25 plecare locatie
1707297136602 63 plecare locatie
1707297136608 44 plecare locatie
1707297136611 29 sosire locatie
1707297136610 52 sosire locatie
1707297136612 48 sosire locatie
1707297136622 28 plecare locatie
1707297136629 79 sosire locatie
1707297136624 17 plecare locatie
1707297136632 53 sosire locatie
1707297136638 46 sosire locatie
1707297136634 65 plecare locatie
1707297136641 72 sosire locatie
1707297136646 98 plecare locatie
1707297136649 82 plecare locatie
1707297136652 37 plecare locatie
1707297136663 38 sosire locatie
1707297136668 50 plecare locatie
1707297136664 80 sosire locatie
1707297136670 46 plecare locatie
1707297136668 44 plecare locatie
1707297136669 21 sosire locatie
1707297136688 55 sosire locatie
1707297136687 73 sosire locatie
1707297136687 32 plecare locatie
1707297136693 18 sosire locatie
1707297136695 95 plecare locatie
1707297136698 55 plecare locatie
1707297136700 63 plecare locatie
1707297136705 81 sosire locatie
1707297136707 94 sosire locatie
1707297136709 25 sosire locatie
1707297136714 80 plecare locatie
1707297136716 97 plecare locatie
1707297136716 9 plecare locatie
1707297136719 84 sosire locatie
1707297136734 75 sosire locatie
1707297136731 73 sosire locatie
1707297136740 91 plecare locatie
1707297136742 38 plecare locatie
1707297136740 77 plecare locatie
1707297136746 97 sosire locatie
1707297136750 14 plecare locatie
1707297136753 20 sosire locatie
1707297136759 98 sosire locatie
1707297136760 6 plecare locatie
1707297136763 98 plecare locatie
1707297136766 45 sosire locatie
1707297136771 26 plecare locatie
1707297136773 15 plecare locatie
1707297136777 58 sosire locatie
1707297136778 100 sosire locatie
1707297136787 39 sosire locatie
1707297136790 53 sosire locatie
1707297136791 21 sosire locatie
1707297136791 91 plecare locatie
1707297136793 38 plecare locatie
1707297136799 11 plecare locatie
1707297136804 96 plecare locatie
1707297136809 27 sosire locatie
1707297136807 32 sosire locatie
1707297136811 21 plecare locatie
1707297136811 86 sosire locatie
1707297136815 9 plecare locatie
1707297136824 35 plecare locatie
1707297136827 73 sosire locatie
1707297136828 76 sosire locatie
1707297136833 23 plecare locatie
1707297136836 64 sosire locatie
1707297136842 37 sosire locatie
1707297136845 12 plecare locatie
1707297136844 26 sosire locatie
1707297136849 40 plecare locatie
1707297136860 82 plecare locatie
1707297136864 54 sosire locatie
1707297136864 34 sosire locatie
1707297136862 74 sosire locatie
1707297136874 52 sosire locatie
1707297136874 75 sosire locatie
1707297136877 76 sosire locatie
1707297136876 86 plecare locatie
1707297136879 58 plecare locatie
1707297136886 49 plecare locatie
1707297136888 25 plecare locatie
1707297136887 32 sosire locatie
1707297136895 50 plecare locatie
1707297136901 47 sosire locatie
1707297136900 64 plecare locatie
1707297136903 40 sosire locatie
1707297136902 88 sosire locatie
1707297136907 12 plecare locatie
1707297136913 90 plecare locatie
1707297136913 90 plecare locatie
1707297136921 48 sosire locatie
1707297136925 23 sosire locatie
1707297136929 51 sosire locatie
1707297136932 21 plecare locatie
1707297136934 50 plecare locatie
1707297136935 24 plecare locatie
1707297136939 33 sosire locatie
1707297136941 55 sosire locatie
1707297136945 28 sosire locatie
1707297136946 16 plecare locatie
1707297136953 75 plecare locatie
1707297136955 88 plecare locatie
1707297136958 85 sosire locatie
1707297136963 49 plecare locatie
1707297136962 56 plecare locatie
1707297136964 84 sosire locatie
1707297136967 57 sosire locatie
1707297136974 51 plecare locatie
1707297136975 68 plecare locatie
1707297136985 75 sosire locatie
1707297136991 74 sosire locatie
1707297136989 80 plecare locatie
1707297136992 41 sosire locatie
1707297137001 54 sosire locatie
1707297137001 29 plecare locatie
1707297137002 44 plecare locatie
1707297137014 28 sosire locatie
1707297137015 24 sosire locatie
1707297137016 91 plecare locatie
1707297137017 49 sosire locatie
1707297137019 55 plecare locatie
1707297137029 32 plecare locatie
1707297137030 84 sosire locatie
1707297137029 70 plecare locatie
1707297137037 43 sosire locatie
1707297137036 35 plecare locatie
1707297137044 86 sosire locatie
1707297137044 36 sosire locatie
1707297137049 78 plecare locatie
1707297137054 37 sosire locatie
1707297137059 40 plecare locatie
1707297137060 39 plecare locatie
1707297137069 8 plecare locatie
1707297137065 84 sosire locatie
1707297137067 93 sosire locatie
1707297137071 78 sosire locatie
1707297137075 86 plecare locatie
1707297137076 93 plecare locatie
1707297137080 15 sosire locatie
1707297137084 26 sosire locatie
1707297137087 48 sosire locatie
1707297137093 56 plecare locatie
1707297137092 58 sosire locatie
1707297137099 44 plecare locatie
1707297137100 76 sosire locatie
1707297137105 11 plecare locatie
1707297137113 39 sosire locatie
1707297137113 20 sosire locatie
1707297137121 43 plecare locatie
1707297137118 41 sosire locatie
1707297137123 60 plecare locatie
1707297137123 3 sosire locatie
1707297137130 28 sosire locatie
1707297137133 99 plecare locatie
1707297137137 23 plecare locatie
1707297137144 73 plecare locatie
1707297137144 95 sosire locatie
1707297137148 99 sosire locatie
1707297137160 52 plecare locatie
1707297137159 37 sosire locatie
1707297137163 10 plecare locatie
1707297137165 36 sosire locatie
1707297137167 38 plecare locatie
1707297137171 44 sosire locatie
1707297137179 36 plecare locatie
1707297137180 16 plecare locatie
1707297137181 43 sosire locatie
1707297137190 91 plecare locatie
1707297137187 53 sosire locatie
1707297137197 20 plecare locatie
1707297137194 9 sosire locatie
1707297137204 71 sosire locatie
1707297137201 12 sosire locatie
1707297137203 69 plecare locatie
1707297137208 18 plecare locatie
1707297137210 8 sosire locatie
1707297137219 82 plecare locatie
1707297137221 98 sosire locatie
1707297137222 62 sosire locatie
1707297137229 31 plecare locatie
1707297137226 87 plecare locatie
1707297137231 75 plecare locatie
1707297137234 11 sosire locatie
1707297137238 38 sosire locatie
1707297137241 11 plecare locatie
1707297137245 90 sosire locatie
1707297137252 42 plecare locatie
1707297137253 81 plecare locatie
1707297137259 0 sosire locatie
1707297137263 7 plecare locatie
1707297137265 27 sosire locatie
1707297137272 72 sosire locatie
1707297137280 40 plecare locatie
1707297137280 39 plecare locatie
1707297137281 35 sosire locatie
1707297137284 11 sosire locatie
1707297137296 23 plecare locatie
1707297137292 97 plecare locatie
1707297137298 26 sosire locatie
1707297137303 7 sosire locatie
1707297137304 38 sosire locatie
1707297137308 0 plecare locatie
1707297137311 61 plecare locatie
1707297137324 38 sosire locatie
1707297137323 8 plecare locatie
1707297137325 29 plecare locatie
1707297137327 12 sosire locatie
1707297137327 88 sosire locatie
1707297137331 7 plecare locatie
1707297137338 80 plecare locatie
1707297137340 29 sosire locatie
1707297137346 64 sosire locatie
1707297137351 1 plecare locatie
1707297137349 24 sosire locatie
1707297137351 41 plecare locatie
1707297137356 10 plecare locatie
1707297137362 66 sosire locatie
1707297137361 38 sosire locatie
1707297137367 94 plecare locatie
1707297137369 42 sosire locatie
1707297137373 66 plecare locatie
1707297137375 57 sosire locatie
1707297137377 34 plecare locatie
1707297137384 58 sosire locatie
1707297137385 1 plecare locatie
1707297137393 64 plecare locatie
1707297137392 39 sosire locatie
1707297137398 84 sosire locatie
1707297137398 87 plecare locatie
1707297137399 44 sosire locatie
1707297137407 48 plecare locatie
1707297137410 37 sosire locatie
1707297137409 44 sosire locatie
1707297137413 8 sosire locatie
1707297137419 41 plecare locatie
1707297137420 56 plecare locatie
1707297137426 11 sosire locatie
1707297137432 12 plecare locatie
1707297137437 51 plecare locatie
1707297137439 41 plecare locatie
1707297137439 38 sosire locatie
1707297137440 95 sosire locatie
1707297137441 16 sosire locatie
1707297137450 15 plecare locatie
1707297137453 49 plecare locatie
1707297137456 21 plecare locatie
1707297137458 69 sosire locatie
1707297137464 91 sosire locatie
1707297137468 69 sosire locatie
1707297137470 88 plecare locatie
1707297137478 35 plecare locatie
1707297137476 32 plecare locatie
1707297137483 92 plecare locatie
1707297137488 23 sosire locatie
1707297137486 19 sosire locatie
1707297137487 42 plecare locatie
1707297137496 30 sosire locatie
1707297137499 38 plecare locatie
1707297137498 55 sosire locatie
1707297137501 16 plecare locatie
1707297137501 85 sosire locatie
1707297137505 98 plecare locatie
1707297137511 0 plecare locatie
1707297137513 86 plecare locatie
1707297137518 62 sosire locatie
1707297137519 2 sosire locatie
1707297137520 50 plecare locatie
1707297137529 37 plecare locatie
1707297137528 10 sosire locatie
1707297137536 7 plecare locatie
1707297137538 63 plecare locatie
1707297137543 67 plecare locatie
1707297137546 26 sosire locatie
1707297137548 13 sosire locatie
1707297137548 59 sosire locatie
1707297137553 75 plecare locatie
1707297137558 32 plecare locatie
1707297137560 43 plecare locatie
1707297137561 51 sosire locatie
1707297137570 6 sosire locatie
1707297137567 97 sosire locatie
1707297137571 85 plecare locatie
1707297137570 37 plecare locatie
1707297137578 78 sosire locatie
1707297137582 15 plecare locatie
1707297137581 9 sosire locatie
1707297137590 8 plecare locatie
1707297137597 78 plecare locatie
1707297137599 97 sosire locatie
1707297137596 59 sosire locatie
1707297137599 85 sosire locatie
1707297137603 67 plecare locatie
1707297137612 77 sosire locatie
1707297137612 55 plecare locatie
1707297137615 42 sosire locatie
1707297137622 5 sosire locatie
1707297137625 31 plecare locatie
1707297137626 85 plecare locatie
1707297137635 17 plecare locatie
1707297137638 68 sosire locatie
1707297137637 17 sosire locatie
1707297137640 26 plecare locatie
1707297137643 77 sosire locatie
1707297137647 69 plecare locatie
1707297137655 27 plecare locatie
1707297137656 41 plecare locatie
1707297137662 73 sosire locatie
1707297137667 50 sosire locatie
1707297137671 16 sosire locatie
1707297137672 44 plecare locatie
1707297137672 31 plecare locatie
1707297137681 73 sosire locatie
1707297137687 10 sosire locatie
1707297137684 2 sosire locatie
1707297137686 66 plecare locatie
1707297137687 99 plecare locatie
1707297137695 22 sosire locatie
1707297137694 89 sosire locatie
1707297137694 96 plecare locatie
1707297137702 9 sosire locatie
1707297137709 19 plecare locatie
1707297137710 8 sosire locatie
1707297137712 85 plecare locatie
1707297137713 64 plecare locatie
1707297137714 92 sosire locatie
1707297137724 31 sosire locatie
1707297137726 47 plecare locatie
1707297137732 28 plecare locatie
1707297137736 70 plecare locatie
1707297137738 56 sosire locatie
1707297137738 96 plecare locatie
1707297137744 98 sosire locatie
1707297137744 64 plecare locatie
1707297137749 35 sosire locatie
1707297137757 27 plecare locatie
1707297137762 6 sosire locatie
1707297137766 24 plecare locatie
1707297137768 95 plecare locatie
1707297137771 4 sosire locatie
1707297137775 95 sosire locatie
1707297137782 49 plecare locatie
1707297137792 16 sosire locatie
1707297137794 78 plecare locatie
1707297137794 69 sosire locatie
1707297137793 31 plecare locatie
1707297137805 88 sosire locatie
1707297137807 24 plecare locatie
1707297137811 54 plecare locatie
1707297137808 4 sosire locatie
1707297137816 18 plecare locatie
1707297137824 88 sosire locatie
1707297137830 50 sosire locatie
1707297137836 36 plecare locatie
1707297137836 25 sosire locatie
1707297137841 63 plecare locatie
1707297137838 55 sosire locatie
1707297137841 97 plecare locatie
1707297137846 61 plecare locatie
1707297137852 18 sosire locatie
1707297137852 16 plecare locatie
1707297137855 46 sosire locatie
1707297137856 47 sosire locatie
1707297137865 67 sosire locatie
1707297137865 92 plecare locatie
1707297137866 71 plecare locatie
1707297137875 53 plecare locatie
1707297137880 59 sosire locatie
1707297137875 75 sosire locatie
1707297137888 19 plecare locatie
1707297137888 64 sosire locatie
1707297137892 81 plecare locatie
1707297137898 82 sosire locatie
1707297137895 82 sosire locatie
1707297137902 0 plecare locatie
1707297137904 45 plecare locatie
1707297137909 78 plecare locatie
1707297137916 1 sosire locatie
1707297137916 19 sosire locatie
1707297137914 93 plecare locatie
1707297137920 61 plecare locatie
1707297137919 78 plecare locatie
1707297137924 65 sosire locatie
1707297137934 87 sosire locatie
1707297137933 97 sosire locatie
1707297137937 66 plecare locatie
1707297137939 49 sosire locatie
1707297137945 99 sosire locatie
1707297137945 38 plecare locatie
1707297137948 3 plecare locatie
1707297137952 100 sosire locatie
1707297137961 7 sosire locatie
1707297137963 62 plecare locatie
1707297137966 9 sosire locatie
1707297137967 50 plecare locatie
1707297137967 67 plecare locatie
1707297137976 100 sosire locatie
1707297137978 40 plecare locatie
1707297137981 42 sosire locatie
1707297137984 33 plecare locatie
1707297137986 16 sosire locatie
1707297137987 80 sosire locatie
1707297137987 7 plecare locatie
1707297137996 27 plecare locatie
1707297137996 84 sosire locatie
1707297138005 44 plecare locatie
1707297138010 9 sosire locatie
1707297138008 33 sosire locatie
1707297138009 23 plecare locatie
1707297138012 1 plecare locatie
1707297138015 90 sosire locatie
1707297138018 87 sosire locatie
1707297138024 22 plecare locatie
1707297138026 61 plecare locatie
1707297138027 57 plecare locatie
1707297138037 44 plecare locatie
1707297138037 95 sosire locatie
1707297138037 87 sosire locatie
1707297138037 13 plecare locatie
1707297138039 28 sosire locatie
1707297138049 81 plecare locatie
1707297138052 85 plecare locatie
1707297138054 58 sosire locatie
1707297138061 13 sosire locatie
1707297138063 52 sosire locatie
1707297138066 22 plecare locatie
1707297138071 27 plecare locatie
1707297138074 58 sosire locatie
1707297138073 89 sosire locatie
1707297138081 67 plecare locatie
1707297138083 79 sosire locatie
1707297138093 21 plecare locatie
1707297138099 40 plecare locatie
1707297138099 43 plecare locatie
1707297138099 71 sosire locatie
1707297138101 14 sosire locatie
1707297138104 55 plecare locatie
1707297138111 82 plecare locatie
1707297138110 65 sosire locatie
1707297138115 15 sosire locatie
1707297138120 50 plecare locatie
1707297138124 50 sosire locatie
1707297138128 61 plecare locatie
1707297138127 21 sosire locatie
1707297138128 37 plecare locatie
1707297138136 76 sosire locatie
1707297138140 1 sosire locatie
1707297138139 34 plecare locatie
1707297138139 88 plecare locatie
1707297138142 74 plecare locatie
1707297138146 11 sosire locatie
1707297138148 18 sosire locatie
1707297138152 63 sosire locatie
1707297138157 56 plecare locatie
1707297138167 83 plecare locatie
1707297138167 56 plecare locatie
1707297138170 5 plecare locatie
1707297138173 8 sosire locatie
1707297138174 46 sosire locatie
1707297138173 77 sosire locatie
1707297138180 100 plecare locatie
1707297138181 49 plecare locatie
1707297138195 45 sosire locatie
1707297138192 91 sosire locatie
1707297138194 76 plecare locatie
1707297138204 62 sosire locatie
1707297138199 67 plecare locatie
1707297138203 35 sosire locatie
1707297138210 17 plecare locatie
1707297138216 0 plecare locatie
1707297138219 85 sosire locatie
1707297138222 6 sosire locatie
1707297138226 30 sosire locatie
1707297138227 31 plecare locatie
1707297138236 91 sosire locatie
1707297138239 68 plecare locatie
1707297138242 45 plecare locatie
1707297138247 62 sosire locatie
1707297138255 30 plecare locatie
1707297138252 49 sosire locatie
1707297138260 96 sosire locatie
1707297138259 41 plecare locatie
1707297138266 33 plecare locatie
1707297138267 51 plecare locatie
1707297138268 68 sosire locatie
1707297138277 62 plecare locatie
1707297138279 11 sosire locatie
1707297138279 76 sosire locatie
1707297138285 85 plecare locatie
1707297138285 37 plecare locatie
1707297138290 72 sosire locatie
1707297138295 25 plecare locatie
1707297138296 35 sosire locatie
1707297138308 92 sosire locatie
1707297138308 97 plecare locatie
1707297138310 60 plecare locatie
1707297138313 14 sosire locatie
1707297138309 9 sosire locatie
1707297138320 18 plecare locatie
1707297138326 26 sosire locatie
1707297138322 42 sosire locatie
1707297138327 21 sosire locatie
1707297138329 95 plecare locatie
1707297138332 30 plecare locatie
1707297138338 84 plecare locatie
1707297138349 59 sosire locatie
1707297138349 21 sosire locatie
1707297138349 38 sosire locatie
1707297138356 48 plecare locatie
1707297138353 22 plecare locatie
1707297138361 65 sosire locatie
1707297138360 90 plecare locatie
1707297138367 23 sosire locatie
1707297138365 86 sosire locatie
1707297138367 66 plecare locatie
1707297138368 34 plecare locatie
1707297138380 65 sosire locatie
1707297138380 11 plecare locatie
1707297138384 20 plecare locatie
1707297138385 85 sosire locatie
1707297138387 43 sosire locatie
1707297138388 66 plecare locatie
1707297138396 92 plecare locatie
1707297138403 82 sosire locatie
1707297138401 62 sosire locatie
1707297138405 57 plecare locatie
1707297138413 6 sosire locatie
1707297138416 41 plecare locatie
1707297138418 23 plecare locatie
1707297138426 33 sosire locatie
1707297138428 34 sosire locatie
1707297138434 80 plecare locatie
1707297138432 79 plecare locatie
1707297138431 66 sosire locatie
1707297138439 18 plecare locatie
1707297138446 81 sosire locatie
1707297138447 83 sosire locatie
1707297138454 50 plecare locatie
1707297138452 56 sosire locatie
1707297138457 86 plecare locatie
1707297138457 16 sosire locatie
1707297138459 49 plecare locatie
1707297138464 100 sosire locatie
1707297138469 59 plecare locatie
1707297138478 39 plecare locatie
1707297138478 48 plecare locatie
1707297138482 71 sosire locatie
1707297138484 73 sosire locatie
1707297138484 7 sosire locatie
1707297138485 75 plecare locatie
1707297138489 33 plecare locatie
1707297138495 36 plecare locatie
1707297138493 74 plecare locatie
1707297138498 62 sosire locatie
1707297138500 61 sosire locatie
1707297138509 45 plecare locatie
1707297138511 7 sosire locatie
1707297138518 77 sosire locatie
1707297138519 17 plecare locatie
1707297138517 57 sosire locatie
1707297138520 64 plecare locatie
1707297138531 21 sosire locatie
1707297138528 0 sosire locatie
1707297138530 72 plecare locatie
1707297138537 16 plecare locatie
1707297138542 52 sosire locatie
1707297138544 1 sosire locatie
1707297138546 61 plecare locatie
1707297138552 33 plecare locatie
1707297138555 82 sosire locatie
1707297138555 72 plecare locatie
1707297138558 42 sosire locatie
1707297138558 72 plecare locatie
1707297138566 23 sosire locatie
1707297138572 8 plecare locatie
1707297138571 24 sosire locatie
1707297138574 20 plecare locatie
1707297138580 54 sosire locatie
1707297138581 53 sosire locatie
1707297138582 98 plecare locatie
1707297138594 72 plecare locatie
1707297138595 93 sosire locatie
